TransactionID,Dairy,Pulses,Veg n Fruits
101793,Butter,Rajma,Vegetables
101794,Cheese,Rice,Vegetables
101795,Milk,Dal,Vegetables
101796,Cheese,Rice,Vegetables
101797,Flavored Milk,Rice,Fruits
101798,Flavored Milk,Dal,Fruits
101799,Flavored Milk,Dal,Fruits
101800,Butter,Dal,Fruits
101801,Butter,Rice,Fruits
101802,Milk,Rice,Vegetables
101803,Cheese,Dal,Vegetables
101804,Butter,Rice,Fruits
101805,Butter,Dal,Fruits
101806,Cheese,Rice,Vegetables
101807,Butter,Rajma,Fruits
101808,Butter,Rajma,Vegetables
101809,Cheese,Dal,Vegetables
101810,Milk,Rice,Vegetables
101811,Milk,Dal,Fruits
101812,Milk,Dal,Fruits
101813,Flavored Milk,Rice,Fruits
101814,Milk,Dal,Vegetables
101815,Butter,Dal,Fruits
101816,Milk,Dal,Fruits
101817,Butter,Dal,Vegetables
101818,Milk,Rice,Vegetables
101819,Flavored Milk,Rajma,Vegetables
101820,Butter,Rice,Vegetables
101821,Milk,Dal,Vegetables
101822,Cheese,Dal,Vegetables
101823,Cheese,Dal,Fruits
101824,Butter,Rice,Vegetables
101825,Milk,Dal,Fruits
101826,Butter,Rice,Fruits
101827,Cheese,Rajma,Fruits
101828,Cheese,Rajma,Vegetables
101829,Butter,Rajma,Fruits
101830,Flavored Milk,Dal,Vegetables
101831,Cheese,Rajma,Vegetables
101832,Cheese,Rice,Vegetables
101833,Cheese,Dal,Fruits
101834,Flavored Milk,Dal,Vegetables
101835,Flavored Milk,Rice,Fruits
101836,Butter,Dal,Fruits
101837,Cheese,Rajma,Vegetables
101838,Flavored Milk,Rajma,Fruits
101839,Cheese,Rice,Fruits
101840,Flavored Milk,Rajma,Fruits
101841,Milk,Dal,Vegetables
101842,Butter,Rice,Fruits
101843,Milk,Rajma,Fruits
101844,Flavored Milk,Rice,Vegetables
101845,Milk,Dal,Vegetables
101846,Cheese,Rice,Vegetables
101847,Flavored Milk,Dal,Vegetables
101848,Butter,Dal,Fruits
101849,Cheese,Rajma,Vegetables
101850,Milk,Rajma,Vegetables
101851,Cheese,Dal,Vegetables
101852,Butter,Dal,Fruits
101853,Cheese,Rice,Fruits
101854,Milk,Rajma,Vegetables
101855,Flavored Milk,Dal,Vegetables
101856,Butter,Rajma,Fruits
101857,Cheese,Rice,Vegetables
101858,Milk,Rajma,Fruits
101859,Milk,Rajma,Fruits
101860,Flavored Milk,Rice,Fruits
101861,Cheese,Rajma,Vegetables
101862,Cheese,Rice,Vegetables
101863,Cheese,Rajma,Fruits
101864,Butter,Rajma,Fruits
101865,Milk,Rajma,Fruits
101866,Flavored Milk,Dal,Vegetables
101867,Butter,Rajma,Fruits
101868,Milk,Rajma,Vegetables
101869,Cheese,Dal,Fruits
101870,Butter,Dal,Fruits
101871,Milk,Dal,Vegetables
101872,Cheese,Rajma,Vegetables
101873,Milk,Dal,Vegetables
101874,Milk,Dal,Fruits
101875,Flavored Milk,Dal,Fruits
101876,Cheese,Rajma,Fruits
101877,Cheese,Dal,Fruits
101878,Milk,Rice,Fruits
101879,Milk,Dal,Vegetables
101880,Milk,Rice,Vegetables
101881,Cheese,Rajma,Fruits
101882,Butter,Dal,Vegetables
101883,Cheese,Rajma,Fruits
101884,Flavored Milk,Rice,Vegetables
101885,Cheese,Dal,Fruits
101886,Butter,Dal,Fruits
101887,Flavored Milk,Rice,Vegetables
101888,Butter,Rajma,Fruits
101889,Butter,Rajma,Vegetables
101890,Cheese,Rajma,Vegetables
101891,Butter,Dal,Fruits
101892,Flavored Milk,Rajma,Fruits
101893,Milk,Dal,Fruits
101894,Milk,Rajma,Vegetables
101895,Butter,Dal,Fruits
101896,Cheese,Rajma,Vegetables
101897,Milk,Rice,Vegetables
101898,Butter,Rajma,Fruits
101899,Cheese,Dal,Vegetables
101900,Milk,Rajma,Vegetables
101901,Cheese,Rajma,Fruits
101902,Butter,Dal,Fruits
101903,Milk,Rajma,Fruits
101904,Cheese,Rajma,Fruits
101905,Cheese,Dal,Vegetables
101906,Butter,Rice,Fruits
101907,Flavored Milk,Dal,Fruits
101908,Flavored Milk,Rajma,Vegetables
101909,Cheese,Dal,Fruits
101910,Butter,Rajma,Vegetables
101911,Milk,Dal,Fruits
101912,Flavored Milk,Rice,Vegetables
101913,Butter,Rice,Vegetables
101914,Flavored Milk,Rice,Vegetables
101915,Flavored Milk,Dal,Vegetables
101916,Milk,Rice,Vegetables
101917,Cheese,Rajma,Vegetables
101918,Cheese,Dal,Vegetables
101919,Flavored Milk,Rajma,Vegetables
101920,Flavored Milk,Rice,Vegetables
101921,Flavored Milk,Rajma,Fruits
101922,Milk,Dal,Fruits
101923,Cheese,Dal,Fruits
101924,Cheese,Rajma,Fruits
101925,Flavored Milk,Rice,Vegetables
101926,Milk,Rajma,Fruits
101927,Flavored Milk,Rice,Fruits
101928,Flavored Milk,Dal,Fruits
101929,Milk,Rajma,Vegetables
101930,Butter,Rice,Fruits
101931,Butter,Rice,Vegetables
101932,Cheese,Rajma,Fruits
101933,Cheese,Dal,Fruits
101934,Butter,Rajma,Fruits
101935,Milk,Dal,Vegetables
101936,Cheese,Dal,Vegetables
101937,Butter,Dal,Vegetables
101938,Flavored Milk,Rice,Vegetables
101939,Milk,Dal,Fruits
101940,Cheese,Rajma,Fruits
101941,Milk,Rice,Vegetables
101942,Butter,Rajma,Vegetables
101943,Flavored Milk,Dal,Vegetables
101944,Butter,Dal,Fruits
101945,Cheese,Rajma,Vegetables
101946,Cheese,Rice,Vegetables
101947,Cheese,Dal,Vegetables
101948,Flavored Milk,Rice,Vegetables
101949,Cheese,Rajma,Fruits
101950,Flavored Milk,Rajma,Fruits
101951,Cheese,Dal,Vegetables
101952,Butter,Dal,Fruits
101953,Milk,Dal,Vegetables
101954,Cheese,Dal,Vegetables
101955,Flavored Milk,Rice,Fruits
101956,Milk,Rice,Vegetables
101957,Butter,Dal,Fruits
101958,Cheese,Rajma,Fruits
101959,Flavored Milk,Rajma,Vegetables
101960,Butter,Rice,Vegetables
101961,Butter,Dal,Vegetables
101962,Cheese,Rajma,Fruits
101963,Cheese,Rice,Fruits
101964,Milk,Rajma,Fruits
101965,Flavored Milk,Dal,Fruits
101966,Flavored Milk,Rice,Vegetables
101967,Milk,Rajma,Vegetables
101968,Cheese,Rice,Fruits
101969,Milk,Rajma,Fruits
101970,Milk,Rice,Fruits
101971,Cheese,Rice,Vegetables
101972,Milk,Rajma,Fruits
101973,Cheese,Rajma,Fruits
101974,Cheese,Rice,Fruits
101975,Milk,Dal,Fruits
101976,Flavored Milk,Dal,Fruits
101977,Flavored Milk,Dal,Fruits
101978,Butter,Rice,Vegetables
101979,Milk,Dal,Vegetables
101980,Milk,Rajma,Vegetables
101981,Cheese,Rice,Vegetables
101982,Milk,Dal,Vegetables
101983,Butter,Rice,Fruits
101984,Flavored Milk,Dal,Vegetables
101985,Milk,Dal,Fruits
101986,Cheese,Rice,Fruits
101987,Cheese,Dal,Vegetables
101988,Flavored Milk,Rice,Fruits
101989,Cheese,Rajma,Fruits
101990,Flavored Milk,Dal,Vegetables
101991,Milk,Dal,Vegetables
101992,Butter,Dal,Vegetables
101993,Milk,Rice,Fruits
101994,Flavored Milk,Rajma,Fruits
101995,Butter,Rajma,Vegetables
101996,Flavored Milk,Rice,Vegetables
101997,Milk,Rajma,Fruits
101998,Butter,Dal,Vegetables
101999,Butter,Rice,Fruits
102000,Cheese,Rice,Vegetables
102001,Butter,Rajma,Vegetables
102002,Flavored Milk,Rice,Fruits
102003,Cheese,Dal,Fruits
102004,Cheese,Rice,Fruits
102005,Flavored Milk,Dal,Fruits
102006,Butter,Rajma,Fruits
102007,Flavored Milk,Rice,Vegetables
102008,Flavored Milk,Dal,Fruits
102009,Flavored Milk,Rajma,Vegetables
102010,Flavored Milk,Rajma,Fruits
102011,Cheese,Dal,Fruits
102012,Cheese,Rice,Vegetables
102013,Butter,Rice,Fruits
102014,Flavored Milk,Rice,Fruits
102015,Milk,Rajma,Vegetables
102016,Cheese,Dal,Fruits
102017,Flavored Milk,Rajma,Fruits
102018,Flavored Milk,Rice,Fruits
102019,Milk,Rice,Fruits
102020,Milk,Rajma,Vegetables
102021,Milk,Rajma,Vegetables
102022,Milk,Dal,Vegetables
102023,Flavored Milk,Rajma,Vegetables
102024,Cheese,Rajma,Vegetables
102025,Butter,Rice,Vegetables
102026,Cheese,Rajma,Vegetables
102027,Butter,Dal,Fruits
102028,Butter,Rajma,Fruits
102029,Cheese,Rice,Fruits
102030,Flavored Milk,Dal,Vegetables
102031,Cheese,Rice,Vegetables
102032,Flavored Milk,Dal,Fruits
102033,Milk,Rice,Fruits
102034,Butter,Rajma,Vegetables
102035,Flavored Milk,Rice,Fruits
102036,Butter,Rice,Fruits
102037,Butter,Dal,Vegetables
102038,Milk,Dal,Vegetables
102039,Flavored Milk,Rice,Vegetables
102040,Flavored Milk,Rice,Fruits
102041,Cheese,Dal,Fruits
102042,Milk,Rice,Fruits
102043,Flavored Milk,Rice,Vegetables
102044,Butter,Dal,Fruits
102045,Butter,Dal,Vegetables
102046,Cheese,Rajma,Vegetables
102047,Cheese,Rice,Fruits
102048,Butter,Rajma,Fruits
102049,Flavored Milk,Dal,Vegetables
102050,Flavored Milk,Dal,Fruits
102051,Butter,Dal,Fruits
102052,Milk,Rajma,Vegetables
102053,Cheese,Rajma,Fruits
102054,Milk,Rajma,Vegetables
102055,Flavored Milk,Rice,Fruits
102056,Milk,Dal,Vegetables
102057,Cheese,Rajma,Vegetables
102058,Butter,Rajma,Fruits
102059,Butter,Rice,Vegetables
102060,Flavored Milk,Dal,Fruits
102061,Flavored Milk,Rajma,Vegetables
102062,Milk,Rice,Vegetables
102063,Cheese,Rice,Fruits
102064,Butter,Rajma,Vegetables
102065,Flavored Milk,Rice,Fruits
102066,Cheese,Rice,Vegetables
102067,Cheese,Rajma,Vegetables
102068,Milk,Dal,Vegetables
102069,Cheese,Rice,Vegetables
102070,Butter,Rice,Vegetables
102071,Flavored Milk,Dal,Vegetables
102072,Milk,Dal,Vegetables
102073,Butter,Rice,Vegetables
102074,Butter,Rajma,Fruits
102075,Milk,Rajma,Vegetables
102076,Cheese,Rice,Vegetables
102077,Cheese,Rajma,Fruits
102078,Butter,Dal,Fruits
102079,Flavored Milk,Dal,Fruits
102080,Cheese,Rajma,Fruits
102081,Milk,Dal,Fruits
102082,Butter,Rice,Vegetables
102083,Milk,Rajma,Fruits
102084,Milk,Dal,Vegetables
102085,Butter,Rajma,Vegetables
102086,Flavored Milk,Dal,Vegetables
102087,Butter,Rajma,Vegetables
102088,Flavored Milk,Rajma,Vegetables
102089,Cheese,Dal,Fruits
102090,Cheese,Rajma,Fruits
102091,Cheese,Dal,Fruits
102092,Flavored Milk,Rajma,Vegetables
102093,Cheese,Dal,Vegetables
102094,Cheese,Rajma,Vegetables
102095,Milk,Rice,Vegetables
102096,Milk,Dal,Vegetables
102097,Cheese,Rice,Vegetables
102098,Flavored Milk,Rice,Vegetables
102099,Milk,Rajma,Vegetables
102100,Butter,Rice,Vegetables
102101,Flavored Milk,Dal,Fruits
102102,Milk,Dal,Fruits
102103,Cheese,Rajma,Fruits
102104,Cheese,Rajma,Vegetables
102105,Butter,Dal,Vegetables
102106,Milk,Rice,Fruits
102107,Flavored Milk,Rajma,Fruits
102108,Butter,Rajma,Vegetables
102109,Cheese,Rice,Vegetables
102110,Butter,Rice,Fruits
102111,Milk,Dal,Fruits
102112,Cheese,Rice,Fruits
102113,Butter,Dal,Fruits
102114,Flavored Milk,Rice,Vegetables
102115,Milk,Rajma,Fruits
102116,Flavored Milk,Rice,Vegetables
102117,Milk,Rajma,Vegetables
102118,Butter,Rajma,Fruits
102119,Flavored Milk,Rajma,Vegetables
102120,Flavored Milk,Dal,Fruits
102121,Butter,Rajma,Fruits
102122,Butter,Dal,Vegetables
102123,Flavored Milk,Dal,Fruits
102124,Cheese,Rice,Fruits
102125,Milk,Rice,Vegetables
102126,Cheese,Rice,Fruits
102127,Flavored Milk,Dal,Vegetables
102128,Flavored Milk,Dal,Fruits
102129,Flavored Milk,Dal,Vegetables
102130,Milk,Rice,Vegetables
102131,Milk,Rajma,Fruits
102132,Cheese,Rajma,Fruits
102133,Cheese,Dal,Vegetables
102134,Cheese,Dal,Fruits
102135,Butter,Rajma,Vegetables
102136,Flavored Milk,Rajma,Vegetables
102137,Flavored Milk,Dal,Fruits
102138,Flavored Milk,Rice,Fruits
102139,Butter,Dal,Fruits
102140,Milk,Dal,Fruits
102141,Milk,Rajma,Fruits
102142,Flavored Milk,Dal,Fruits
102143,Cheese,Dal,Fruits
102144,Milk,Rajma,Fruits
102145,Milk,Rice,Fruits
102146,Butter,Dal,Fruits
102147,Milk,Rice,Fruits
102148,Cheese,Rajma,Vegetables
102149,Flavored Milk,Rajma,Fruits
102150,Butter,Rice,Vegetables
102151,Butter,Rice,Fruits
102152,Milk,Dal,Vegetables
102153,Milk,Rajma,Fruits
102154,Milk,Rajma,Fruits
102155,Flavored Milk,Rice,Vegetables
102156,Flavored Milk,Dal,Vegetables
102157,Flavored Milk,Rice,Vegetables
102158,Cheese,Rajma,Vegetables
102159,Flavored Milk,Dal,Vegetables
102160,Butter,Rajma,Vegetables
102161,Butter,Rice,Fruits
102162,Butter,Rajma,Fruits
102163,Flavored Milk,Dal,Vegetables
102164,Butter,Rajma,Fruits
102165,Cheese,Rajma,Fruits
102166,Milk,Dal,Fruits
102167,Cheese,Rice,Vegetables
102168,Flavored Milk,Rajma,Vegetables
102169,Butter,Dal,Vegetables
102170,Milk,Rice,Vegetables
102171,Cheese,Rice,Vegetables
102172,Cheese,Rajma,Vegetables
102173,Milk,Rajma,Vegetables
102174,Milk,Rice,Fruits
102175,Flavored Milk,Rajma,Fruits
102176,Cheese,Dal,Vegetables
102177,Cheese,Dal,Vegetables
102178,Flavored Milk,Dal,Fruits
102179,Butter,Dal,Vegetables
102180,Cheese,Rice,Fruits
102181,Cheese,Dal,Vegetables
102182,Milk,Dal,Vegetables
102183,Flavored Milk,Dal,Vegetables
102184,Cheese,Rice,Vegetables
102185,Flavored Milk,Rice,Fruits
102186,Flavored Milk,Rice,Fruits
102187,Cheese,Rajma,Vegetables
102188,Cheese,Rajma,Fruits
102189,Flavored Milk,Rice,Fruits
102190,Milk,Dal,Vegetables
102191,Cheese,Dal,Vegetables
102192,Flavored Milk,Dal,Vegetables
102193,Cheese,Rajma,Fruits
102194,Milk,Rice,Fruits
102195,Butter,Rajma,Fruits
102196,Cheese,Rice,Vegetables
102197,Cheese,Rajma,Fruits
102198,Cheese,Rice,Fruits
102199,Flavored Milk,Rice,Fruits
102200,Butter,Rice,Fruits
102201,Butter,Dal,Vegetables
102202,Butter,Rajma,Vegetables
102203,Butter,Rice,Fruits
102204,Flavored Milk,Rajma,Vegetables
102205,Cheese,Dal,Fruits
102206,Cheese,Dal,Fruits
102207,Milk,Rajma,Vegetables
102208,Flavored Milk,Dal,Vegetables
102209,Cheese,Dal,Vegetables
102210,Cheese,Rice,Vegetables
102211,Butter,Rajma,Vegetables
102212,Milk,Rajma,Fruits
102213,Milk,Rice,Fruits
102214,Flavored Milk,Dal,Fruits
102215,Butter,Dal,Vegetables
102216,Flavored Milk,Dal,Vegetables
102217,Cheese,Rajma,Fruits
102218,Milk,Rajma,Fruits
102219,Milk,Rice,Vegetables
102220,Cheese,Dal,Vegetables
102221,Cheese,Dal,Vegetables
102222,Butter,Dal,Vegetables
102223,Milk,Rajma,Vegetables
102224,Cheese,Rajma,Fruits
102225,Butter,Rice,Fruits
102226,Butter,Rice,Fruits
102227,Cheese,Rajma,Fruits
102228,Flavored Milk,Dal,Vegetables
102229,Butter,Rice,Fruits
102230,Butter,Rice,Vegetables
102231,Flavored Milk,Dal,Vegetables
102232,Butter,Rajma,Vegetables
102233,Butter,Rice,Vegetables
102234,Cheese,Rajma,Vegetables
102235,Butter,Dal,Fruits
102236,Milk,Rice,Fruits
102237,Cheese,Rajma,Fruits
102238,Milk,Rice,Vegetables
102239,Butter,Rice,Vegetables
102240,Butter,Rice,Vegetables
102241,Butter,Dal,Fruits
102242,Milk,Rice,Fruits
102243,Butter,Rice,Fruits
102244,Milk,Dal,Fruits
102245,Cheese,Rice,Fruits
102246,Cheese,Rice,Fruits
102247,Milk,Rice,Fruits
102248,Cheese,Dal,Vegetables
102249,Cheese,Dal,Fruits
102250,Flavored Milk,Dal,Fruits
102251,Flavored Milk,Rice,Vegetables
102252,Cheese,Rajma,Fruits
102253,Milk,Rajma,Vegetables
102254,Butter,Rice,Fruits
102255,Milk,Rajma,Fruits
102256,Flavored Milk,Rice,Fruits
102257,Milk,Rice,Fruits
102258,Cheese,Dal,Vegetables
102259,Cheese,Rice,Fruits
102260,Butter,Rice,Vegetables
102261,Flavored Milk,Rajma,Fruits
102262,Cheese,Dal,Vegetables
102263,Butter,Rajma,Fruits
102264,Cheese,Rice,Fruits
102265,Milk,Rajma,Fruits
102266,Butter,Rajma,Vegetables
102267,Flavored Milk,Rajma,Vegetables
102268,Cheese,Rajma,Vegetables
102269,Milk,Dal,Fruits
102270,Milk,Dal,Fruits
102271,Milk,Dal,Fruits
102272,Flavored Milk,Rajma,Fruits
102273,Flavored Milk,Rice,Fruits
102274,Flavored Milk,Rice,Vegetables
102275,Flavored Milk,Rice,Vegetables
102276,Cheese,Rajma,Vegetables
102277,Butter,Rajma,Vegetables
102278,Cheese,Rice,Vegetables
102279,Butter,Dal,Vegetables
102280,Flavored Milk,Dal,Fruits
102281,Flavored Milk,Rice,Fruits
102282,Butter,Dal,Fruits
102283,Cheese,Dal,Fruits
102284,Milk,Rice,Fruits
102285,Flavored Milk,Rice,Fruits
102286,Butter,Rice,Fruits
102287,Flavored Milk,Rice,Fruits
102288,Cheese,Rajma,Vegetables
102289,Flavored Milk,Dal,Fruits
102290,Cheese,Dal,Fruits
102291,Cheese,Dal,Fruits
102292,Milk,Dal,Vegetables
102293,Cheese,Dal,Vegetables
102294,Cheese,Rice,Vegetables
102295,Cheese,Dal,Fruits
102296,Butter,Rajma,Fruits
102297,Cheese,Rice,Fruits
102298,Flavored Milk,Dal,Vegetables
102299,Milk,Rajma,Fruits
102300,Cheese,Rajma,Fruits
102301,Milk,Dal,Vegetables
102302,Butter,Dal,Fruits
102303,Butter,Rajma,Fruits
102304,Butter,Rice,Fruits
102305,Butter,Rajma,Fruits
102306,Milk,Dal,Fruits
102307,Butter,Rice,Fruits
102308,Butter,Dal,Fruits
102309,Milk,Rajma,Vegetables
102310,Cheese,Rice,Vegetables
102311,Flavored Milk,Rice,Fruits
102312,Milk,Rice,Vegetables
102313,Cheese,Rajma,Fruits
102314,Cheese,Rajma,Fruits
102315,Butter,Dal,Fruits
102316,Flavored Milk,Rajma,Fruits
102317,Butter,Dal,Fruits
102318,Cheese,Rajma,Fruits
102319,Butter,Rajma,Vegetables
102320,Flavored Milk,Dal,Fruits
102321,Milk,Dal,Vegetables
102322,Cheese,Rajma,Vegetables
102323,Flavored Milk,Rice,Vegetables
102324,Milk,Rajma,Vegetables
102325,Flavored Milk,Dal,Vegetables
102326,Cheese,Rice,Fruits
102327,Flavored Milk,Dal,Vegetables
102328,Cheese,Rajma,Fruits
102329,Milk,Rice,Fruits
102330,Butter,Dal,Vegetables
102331,Milk,Rice,Fruits
102332,Butter,Dal,Vegetables
102333,Cheese,Rajma,Fruits
102334,Milk,Rajma,Vegetables
102335,Flavored Milk,Rajma,Vegetables
102336,Flavored Milk,Dal,Fruits
102337,Butter,Dal,Vegetables
102338,Butter,Dal,Vegetables
102339,Milk,Dal,Fruits
102340,Flavored Milk,Rice,Fruits
102341,Cheese,Dal,Fruits
102342,Butter,Rice,Fruits
102343,Cheese,Rajma,Vegetables
102344,Milk,Rajma,Vegetables
102345,Flavored Milk,Rice,Fruits
102346,Flavored Milk,Rajma,Fruits
102347,Cheese,Dal,Vegetables
102348,Milk,Dal,Vegetables
102349,Cheese,Rice,Vegetables
102350,Butter,Rice,Vegetables
102351,Milk,Dal,Vegetables
102352,Cheese,Rajma,Vegetables
102353,Cheese,Rajma,Vegetables
102354,Flavored Milk,Dal,Fruits
102355,Flavored Milk,Rajma,Vegetables
102356,Flavored Milk,Rajma,Vegetables
102357,Milk,Dal,Vegetables
102358,Cheese,Dal,Vegetables
102359,Butter,Rice,Vegetables
102360,Cheese,Rajma,Vegetables
102361,Butter,Dal,Fruits
102362,Milk,Rajma,Fruits
102363,Cheese,Rice,Vegetables
102364,Butter,Rice,Vegetables
102365,Butter,Rajma,Fruits
102366,Butter,Rice,Vegetables
102367,Milk,Rice,Fruits
102368,Milk,Rice,Fruits
102369,Butter,Rajma,Fruits
102370,Butter,Dal,Vegetables
102371,Cheese,Rajma,Fruits
102372,Flavored Milk,Rajma,Vegetables
102373,Milk,Dal,Vegetables
102374,Butter,Dal,Vegetables
102375,Flavored Milk,Dal,Fruits
102376,Butter,Dal,Fruits
102377,Cheese,Rajma,Fruits
102378,Flavored Milk,Rice,Fruits
102379,Milk,Rajma,Fruits
102380,Cheese,Rajma,Vegetables
102381,Butter,Dal,Fruits
102382,Flavored Milk,Dal,Vegetables
102383,Cheese,Dal,Fruits
102384,Cheese,Dal,Vegetables
102385,Butter,Rajma,Fruits
102386,Cheese,Rice,Fruits
102387,Flavored Milk,Dal,Vegetables
102388,Milk,Rice,Fruits
102389,Cheese,Rajma,Vegetables
102390,Flavored Milk,Rice,Vegetables
102391,Flavored Milk,Rajma,Fruits
102392,Cheese,Rice,Vegetables
102393,Cheese,Dal,Vegetables
102394,Cheese,Dal,Fruits
102395,Flavored Milk,Dal,Fruits
102396,Butter,Dal,Vegetables
102397,Milk,Rice,Vegetables
102398,Cheese,Rice,Fruits
102399,Milk,Rajma,Vegetables
102400,Milk,Rajma,Fruits
102401,Cheese,Dal,Vegetables
102402,Cheese,Dal,Vegetables
102403,Cheese,Dal,Fruits
102404,Butter,Rajma,Vegetables
102405,Cheese,Rajma,Fruits
102406,Flavored Milk,Rice,Fruits
102407,Flavored Milk,Rajma,Fruits
102408,Flavored Milk,Rajma,Vegetables
102409,Flavored Milk,Rajma,Vegetables
102410,Flavored Milk,Dal,Fruits
102411,Milk,Dal,Vegetables
102412,Cheese,Rajma,Vegetables
102413,Milk,Rajma,Vegetables
102414,Flavored Milk,Rajma,Vegetables
102415,Milk,Dal,Vegetables
102416,Flavored Milk,Rajma,Vegetables
102417,Butter,Rice,Fruits
102418,Cheese,Dal,Vegetables
102419,Butter,Dal,Fruits
102420,Cheese,Dal,Fruits
102421,Butter,Rice,Vegetables
102422,Flavored Milk,Dal,Fruits
102423,Milk,Rajma,Vegetables
102424,Cheese,Dal,Fruits
102425,Cheese,Dal,Vegetables
102426,Butter,Rajma,Vegetables
102427,Butter,Rajma,Fruits
102428,Butter,Rajma,Fruits
102429,Butter,Dal,Vegetables
102430,Butter,Rice,Vegetables
102431,Flavored Milk,Rice,Vegetables
102432,Milk,Rajma,Fruits
102433,Milk,Rice,Fruits
102434,Butter,Dal,Fruits
102435,Flavored Milk,Dal,Vegetables
102436,Flavored Milk,Dal,Fruits
102437,Milk,Rajma,Fruits
102438,Butter,Rice,Fruits
102439,Milk,Rice,Fruits
102440,Flavored Milk,Rajma,Fruits
102441,Cheese,Rice,Vegetables
102442,Milk,Rice,Vegetables
102443,Milk,Dal,Vegetables
102444,Butter,Rajma,Vegetables
102445,Milk,Rajma,Vegetables
102446,Butter,Rajma,Vegetables
102447,Flavored Milk,Rajma,Vegetables
102448,Butter,Rice,Fruits
102449,Butter,Rajma,Vegetables
102450,Cheese,Dal,Fruits
102451,Flavored Milk,Dal,Vegetables
102452,Flavored Milk,Dal,Fruits
102453,Butter,Dal,Vegetables
102454,Flavored Milk,Rajma,Fruits
102455,Butter,Dal,Fruits
102456,Flavored Milk,Rice,Fruits
102457,Cheese,Rice,Vegetables
102458,Flavored Milk,Dal,Fruits
102459,Milk,Dal,Fruits
102460,Cheese,Dal,Vegetables
102461,Butter,Dal,Vegetables
102462,Milk,Rajma,Fruits
102463,Butter,Rice,Fruits
102464,Milk,Dal,Vegetables
102465,Flavored Milk,Rajma,Vegetables
102466,Milk,Dal,Vegetables
102467,Cheese,Rajma,Fruits
102468,Cheese,Rajma,Fruits
102469,Cheese,Rice,Vegetables
102470,Milk,Rice,Vegetables
102471,Cheese,Rice,Fruits
102472,Milk,Rajma,Vegetables
102473,Cheese,Rajma,Vegetables
102474,Butter,Rice,Fruits
102475,Butter,Rajma,Vegetables
102476,Cheese,Rajma,Fruits
102477,Butter,Rice,Vegetables
102478,Cheese,Rice,Fruits
102479,Butter,Dal,Fruits
102480,Flavored Milk,Rice,Vegetables
102481,Cheese,Dal,Vegetables
102482,Cheese,Rajma,Vegetables
102483,Milk,Rice,Fruits
102484,Butter,Rice,Fruits
102485,Butter,Rajma,Fruits
102486,Milk,Rice,Fruits
102487,Flavored Milk,Rajma,Vegetables
102488,Flavored Milk,Rice,Vegetables
102489,Flavored Milk,Rice,Fruits
102490,Milk,Dal,Vegetables
102491,Milk,Rice,Fruits
102492,Cheese,Dal,Fruits
102493,Milk,Rice,Vegetables
102494,Cheese,Rice,Fruits
102495,Flavored Milk,Dal,Fruits
102496,Butter,Rajma,Vegetables
102497,Flavored Milk,Dal,Fruits
102498,Cheese,Rajma,Fruits
102499,Flavored Milk,Rice,Fruits
102500,Milk,Dal,Fruits
102501,Milk,Rice,Vegetables
102502,Flavored Milk,Dal,Fruits
102503,Butter,Rajma,Vegetables
102504,Butter,Rice,Vegetables
102505,Flavored Milk,Rice,Vegetables
102506,Butter,Rice,Fruits
102507,Cheese,Dal,Vegetables
102508,Cheese,Dal,Fruits
102509,Cheese,Rice,Fruits
102510,Milk,Rajma,Vegetables
102511,Milk,Dal,Fruits
102512,Flavored Milk,Rice,Fruits
102513,Milk,Dal,Vegetables
102514,Cheese,Rice,Fruits
102515,Butter,Rajma,Fruits
102516,Flavored Milk,Rice,Fruits
102517,Cheese,Rajma,Fruits
102518,Flavored Milk,Rajma,Fruits
102519,Butter,Dal,Vegetables
102520,Butter,Dal,Vegetables
102521,Milk,Rajma,Vegetables
102522,Butter,Dal,Fruits
102523,Butter,Rice,Vegetables
102524,Butter,Dal,Fruits
102525,Milk,Rice,Fruits
102526,Flavored Milk,Rice,Fruits
102527,Cheese,Rice,Fruits
102528,Milk,Dal,Fruits
102529,Milk,Rice,Fruits
102530,Cheese,Rajma,Fruits
102531,Butter,Dal,Fruits
102532,Butter,Rajma,Fruits
102533,Cheese,Dal,Fruits
102534,Milk,Dal,Vegetables
102535,Cheese,Rice,Fruits
102536,Flavored Milk,Rajma,Vegetables
102537,Flavored Milk,Rajma,Fruits
102538,Milk,Rice,Vegetables
102539,Milk,Rice,Fruits
102540,Butter,Rice,Vegetables
102541,Milk,Rice,Vegetables
102542,Flavored Milk,Rajma,Vegetables
102543,Milk,Rice,Vegetables
102544,Butter,Rice,Vegetables
102545,Flavored Milk,Dal,Fruits
102546,Butter,Dal,Vegetables
102547,Cheese,Dal,Vegetables
102548,Milk,Rajma,Fruits
102549,Butter,Rajma,Fruits
102550,Milk,Dal,Vegetables
102551,Butter,Dal,Fruits
102552,Flavored Milk,Dal,Fruits
102553,Butter,Rajma,Fruits
102554,Cheese,Rice,Vegetables
102555,Milk,Rice,Vegetables
102556,Milk,Rajma,Fruits
102557,Flavored Milk,Dal,Vegetables
102558,Milk,Dal,Vegetables
102559,Butter,Rajma,Vegetables
102560,Butter,Dal,Fruits
102561,Milk,Rice,Fruits
102562,Flavored Milk,Rajma,Vegetables
102563,Milk,Dal,Vegetables
102564,Cheese,Rajma,Fruits
102565,Flavored Milk,Rice,Fruits
102566,Cheese,Rice,Fruits
